id,state,year,quarter,pincode,transaction_count,transaction_amount
864,assam,2018,3,781022,28483,65165029.42699838
865,assam,2018,3,781001,23772,46640754.80828482
866,assam,2018,3,781039,23417,24795434.492356982
867,assam,2018,3,781038,20581,41002558.83435511
868,assam,2018,3,783380,20313,31377434.881334245
869,assam,2018,3,781308,20256,36590779.6446363
870,assam,2018,3,781136,20134,24505351.774850026
871,assam,2018,4,782123,191097,40365958.68121323
872,assam,2018,4,782127,59167,55990370.032198705
873,assam,2018,4,781032,51149,98762225.01484658
874,assam,2018,4,782003,48402,33450786.817610316
875,assam,2018,4,781022,44539,104401373.29655467
876,assam,2018,4,781010,43288,77616354.09688722
877,assam,2018,4,782126,38675,31863173.323863033
878,assam,2018,4,781001,35778,72836714.43961805
879,assam,2018,4,781319,34279,45240498.09739684
880,assam,2018,4,781038,31676,62489723.74664806
881,assam,2019,1,781010,503839,1078124661.8328056
882,assam,2019,1,781032,62258,120121843.43270376
883,assam,2019,1,781039,57692,41044662.983493246
884,assam,2019,1,781022,55124,119978294.57746854
885,assam,2019,1,782123,46667,41897236.731427655
886,assam,2019,1,781001,43515,89813448.44109452
887,assam,2019,1,782127,42671,51768766.27094724
888,assam,2019,1,781136,42533,61584131.178694054
889,assam,2019,1,781038,39406,76359941.51193222
890,assam,2019,1,781314,32414,45265938.027977295
891,assam,2019,2,781010,1651072,3400967170.8048086
892,assam,2019,2,781032,67144,136158592.94434002
893,assam,2019,2,781039,61117,41121611.0098705
894,assam,2019,2,781022,56840,133563591.31288573
895,assam,2019,2,781001,45316,99439900.43321508
896,assam,2019,2,781038,40783,85345393.69140095
897,assam,2019,2,781011,35256,71372278.76526672
898,assam,2019,2,781028,35051,88623379.4863712
899,assam,2019,2,781019,34614,71776708.63112444
900,assam,2019,2,785001,34411,68114448.05145462
901,assam,2019,3,781010,1013793,3958005278.9310026
902,assam,2019,3,781032,94854,170916940.97272062
903,assam,2019,3,781022,79856,158778818.6025424
904,assam,2019,3,781039,76010,53729190.61250496
905,assam,2019,3,781001,62282,124589790.03571916
906,assam,2019,3,781038,58487,113539110.04477663
907,assam,2019,3,781019,51280,92682137.46767974
908,assam,2019,3,781011,49702,92674425.56703568
909,assam,2019,3,781028,49020,109565259.66869253
910,assam,2019,3,781005,48872,88506490.97296011
911,assam,2019,4,781010,1082582,4255353965.453718
912,assam,2019,4,781009,168681,609655507.1918839
913,assam,2019,4,781032,100676,185406119.6723185
914,assam,2019,4,781039,93370,61392432.94024345
915,assam,2019,4,781022,87774,183566068.75048763
916,assam,2019,4,781001,68636,147064092.20527714
917,assam,2019,4,781038,64729,129171976.31138667
918,assam,2019,4,781011,55522,108944084.25181107
919,assam,2019,4,781028,54001,122295825.23809631
920,assam,2019,4,781019,53185,96803120.00638849
921,assam,2020,1,781009,1780036,7174086430.866011
922,assam,2020,1,781032,118710,214331822.8278841
923,assam,2020,1,781039,112344,71576592.16415787
924,assam,2020,1,781022,107942,230073726.4604506
925,assam,2020,1,781001,79047,168980460.26639146
926,assam,2020,1,781038,77757,151759510.56487012
927,assam,2020,1,781028,67504,156019307.00999779
928,assam,2020,1,781011,66187,133654758.62515348
929,assam,2020,1,781019,62192,112929794.87225011
930,assam,2020,1,781005,57925,113264666.44706726
931,assam,2020,2,781009,1192185,4778567764.009242
932,assam,2020,2,781032,98935,166763954.39924344
933,assam,2020,2,781022,89467,179401031.76221177
934,assam,2020,2,783380,73336,119626131.76408282
935,assam,2020,2,781038,71811,123805864.7382038
936,assam,2020,2,781028,64789,139873982.96043786
937,assam,2020,2,781011,63697,111255037.10041872
938,assam,2020,2,786001,60266,116013366.45086381
939,assam,2020,2,782435,59364,95325866.32569475
940,assam,2020,2,781001,59124,122990395.0546651
941,assam,2020,3,781009,2659242,10013749462.54474
942,assam,2020,3,781032,118055,232420643.47510615
943,assam,2020,3,786001,116668,338398316.1940736
944,assam,2020,3,781022,112568,249091248.38401857
945,assam,2020,3,781038,88704,179615224.2747016
946,assam,2020,3,783380,80101,178370369.63103196
947,assam,2020,3,781028,79450,195889630.84405822
948,assam,2020,3,781001,74329,171892777.86614633
949,assam,2020,3,781011,72486,143646695.19846505
950,assam,2020,3,781012,69823,156945730.9019076
951,assam,2020,4,781009,2706533,10280991607.128572
952,assam,2020,4,781032,208338,423133157.9967661
953,assam,2020,4,781022,191909,448388467.12385124
954,assam,2020,4,781001,146326,361729899.31192243
955,assam,2020,4,781038,141467,305286931.8707292
956,assam,2020,4,786001,136686,399891954.20851076
957,assam,2020,4,781028,124055,335253852.494928
958,assam,2020,4,781011,115652,275380157.97551006
959,assam,2020,4,781019,109902,224541693.9827264
960,assam,2020,4,781005,107715,228190617.25331712
961,assam,2021,1,781009,6524270,17428233384.59051
962,assam,2021,1,786001,223886,596404833.4438283
963,assam,2021,1,781022,220209,532676696.43146753
964,assam,2021,1,781032,219173,454425488.5049339
965,assam,2021,1,781001,164447,415951266.1170123
966,assam,2021,1,781038,147267,339125036.70450056
967,assam,2021,1,781028,134378,379837463.59430516
968,assam,2021,1,781039,121609,125229899.36340648
969,assam,2021,1,781011,118996,298364755.0464896
970,assam,2021,1,781019,115698,244218722.4529047
971,assam,2021,2,781009,9152474,20665273162.818207
972,assam,2021,2,786001,301912,712393100.0840259
973,assam,2021,2,781032,214544,426648785.4343436
974,assam,2021,2,781022,210224,485126089.27296245
975,assam,2021,2,781038,156202,329131794.605857
976,assam,2021,2,781028,141496,376162457.3692011
977,assam,2021,2,781319,141071,380180308.0508309
978,assam,2021,2,781001,140945,344252530.57261163
979,assam,2021,2,783330,140014,436650824.6769772
980,assam,2021,2,781039,138550,131928199.0376262
981,assam,2021,3,781009,12729978,27464031964.343338
982,assam,2021,3,786001,427258,967975521.6469452
983,assam,2021,3,781032,317420,611161689.2896398
984,assam,2021,3,781022,306809,640424297.5125268
985,assam,2021,3,781038,228604,464233898.47619295
986,assam,2021,3,781001,214826,510386365.51873195
987,assam,2021,3,781028,202529,500653116.2649457
988,assam,2021,3,781011,185134,430608615.9835314
989,assam,2021,3,781316,184851,502029448.6452037
990,assam,2021,3,781319,181532,432011296.62647235
991,assam,2021,4,781009,16779607,36391151860.79283
992,assam,2021,4,786001,589421,1306149293.232204
993,assam,2021,4,781032,478852,833712155.0773808
994,assam,2021,4,781022,476771,875944174.2396414
995,assam,2021,4,781001,350899,765800172.2543352
996,assam,2021,4,781038,326950,624753356.359648
997,assam,2021,4,781028,293043,655881497.7437193
998,assam,2021,4,781316,285464,789572479.0883284
999,assam,2021,4,781319,279718,685350696.6633132
1000,assam,2021,4,781019,258000,438702563.555657
