id,state,year,quarter,transaction_type,transaction_count,transaction_amount
375,arunachal-pradesh,2022,3,Others,4687,3224948.7015704075
376,arunachal-pradesh,2022,4,"Peer-to-peer payments",2251135,7768088687.67791
377,arunachal-pradesh,2022,4,"Merchant payments",1704968,1669602212.9174638
378,arunachal-pradesh,2022,4,"Recharge & bill payments",669151,239412553.61214688
379,arunachal-pradesh,2022,4,"Financial Services",2617,3785469.3993366556
380,arunachal-pradesh,2022,4,Others,4838,4020773.8953960314
381,arunachal-pradesh,2023,1,"Peer-to-peer payments",3879583,13170741327
382,arunachal-pradesh,2023,1,"Merchant payments",2922784,2802762028
383,arunachal-pradesh,2023,1,"Recharge & bill payments",1229475,409663161
384,arunachal-pradesh,2023,1,"Financial Services",4142,6310412
385,arunachal-pradesh,2023,1,Others,6841,5101526
386,arunachal-pradesh,2023,2,"Peer-to-peer payments",4883817,15695323405
387,arunachal-pradesh,2023,2,"Merchant payments",4091876,3651614280
388,arunachal-pradesh,2023,2,"Recharge & bill payments",1374689,447452168
389,arunachal-pradesh,2023,2,"Financial Services",3392,5815474
390,arunachal-pradesh,2023,2,Others,6714,5493337
391,arunachal-pradesh,2023,3,"Peer-to-peer payments",5889357,16351752522
392,arunachal-pradesh,2023,3,"Merchant payments",5451474,4277046551
393,arunachal-pradesh,2023,3,"Recharge & bill payments",1450780,482412481
394,arunachal-pradesh,2023,3,"Financial Services",4825,11365670
395,arunachal-pradesh,2023,3,Others,5997,4813862
396,arunachal-pradesh,2023,4,"Peer-to-peer payments",6678381,18554712209
397,arunachal-pradesh,2023,4,"Merchant payments",6435278,5043099494
398,arunachal-pradesh,2023,4,"Recharge & bill payments",1491471,515181105
399,arunachal-pradesh,2023,4,"Financial Services",5573,11079378
400,arunachal-pradesh,2023,4,Others,7039,4727608
401,arunachal-pradesh,2024,1,"Merchant payments",7491171,5669482843
402,arunachal-pradesh,2024,1,"Peer-to-peer payments",7238315,19793142980
403,arunachal-pradesh,2024,1,"Recharge & bill payments",1664938,568014875
404,arunachal-pradesh,2024,1,"Financial Services",6408,13072238
405,arunachal-pradesh,2024,1,Others,5582,3331540
406,arunachal-pradesh,2024,2,"Merchant payments",9567105,6815204405
407,arunachal-pradesh,2024,2,"Peer-to-peer payments",8120757,22271137791
408,arunachal-pradesh,2024,2,"Recharge & bill payments",1776684,595957635
409,arunachal-pradesh,2024,2,"Financial Services",7896,20769976
410,arunachal-pradesh,2024,2,Others,5930,3281823
411,arunachal-pradesh,2024,3,"Merchant payments",12464040,7709848647
412,arunachal-pradesh,2024,3,"Peer-to-peer payments",10083155,23214155044
413,arunachal-pradesh,2024,3,"Recharge & bill payments",1886589,653172013
414,arunachal-pradesh,2024,3,"Financial Services",8170,21220623
415,arunachal-pradesh,2024,3,Others,5188,3560378
416,arunachal-pradesh,2024,4,"Merchant payments",14117429,8515314488
417,arunachal-pradesh,2024,4,"Peer-to-peer payments",10758583,25848886063
418,arunachal-pradesh,2024,4,"Recharge & bill payments",1886780,695358159
419,arunachal-pradesh,2024,4,"Financial Services",25593,16838759
420,arunachal-pradesh,2024,4,Others,5072,3489404
421,assam,2018,1,"Recharge & bill payments",632092,93491181.14056379
422,assam,2018,1,"Peer-to-peer payments",318025,993525195.9818655
423,assam,2018,1,"Merchant payments",40482,34501622.89266755
424,assam,2018,1,"Financial Services",18172,4936862.200688562
425,assam,2018,1,Others,48110,31349593.99668264
426,assam,2018,2,"Recharge & bill payments",984160,174427478.21340805
427,assam,2018,2,"Peer-to-peer payments",530781,2064314053.1339972
428,assam,2018,2,"Merchant payments",79307,73366344.80739225
429,assam,2018,2,"Financial Services",22773,7051504.657611102
430,assam,2018,2,Others,46852,31425754.725386057
431,assam,2018,3,"Recharge & bill payments",1275136,254569069.32411742
432,assam,2018,3,"Peer-to-peer payments",843571,3424136709.5088205
433,assam,2018,3,"Merchant payments",159532,96783839.37466942
434,assam,2018,3,"Financial Services",22677,4741123.821880115
435,assam,2018,3,Others,50935,30904247.884785894
436,assam,2018,4,"Recharge & bill payments",1703488,317661277.3470997
437,assam,2018,4,"Peer-to-peer payments",1279089,5284776455.070784
438,assam,2018,4,"Merchant payments",667293,240563395.2777939
439,assam,2018,4,"Financial Services",28035,6331912.52655252
440,assam,2018,4,Others,56267,38689818.79087821
441,assam,2019,1,"Recharge & bill payments",1993220,400281677.94382846
442,assam,2019,1,"Peer-to-peer payments",1976310,7291433300.700247
443,assam,2019,1,"Merchant payments",494871,266644645.74929428
444,assam,2019,1,"Financial Services",20162,4612454.1127945455
445,assam,2019,1,Others,48442,39127457.944687635
446,assam,2019,2,"Recharge & bill payments",2512932,539315772.8606573
447,assam,2019,2,"Peer-to-peer payments",2293770,10035232820.852964
448,assam,2019,2,"Merchant payments",573646,326844709.5879724
449,assam,2019,2,"Financial Services",13654,4037222.414240564
450,assam,2019,2,Others,60927,49538663.41037582
451,assam,2019,3,"Peer-to-peer payments",2713539,11835800855.176552
452,assam,2019,3,"Recharge & bill payments",2645302,639885372.7480905
453,assam,2019,3,"Merchant payments",513728,421380275.4207429
454,assam,2019,3,"Financial Services",8606,6403456.344768786
455,assam,2019,3,Others,61396,46973660.73634353
456,assam,2019,4,"Peer-to-peer payments",3222143,14083346879.361855
457,assam,2019,4,"Recharge & bill payments",2937800,704118873.972094
458,assam,2019,4,"Merchant payments",544053,456318130.082201
459,assam,2019,4,"Financial Services",9621,3492255.0860687294
460,assam,2019,4,Others,46893,34707757.009855896
461,assam,2020,1,"Peer-to-peer payments",4058740,18977446151.768826
462,assam,2020,1,"Recharge & bill payments",3897975,971722606.1579468
463,assam,2020,1,"Merchant payments",792646,675423852.9512749
464,assam,2020,1,"Financial Services",10173,7054325.507515656
465,assam,2020,1,Others,49326,36781411.34368035
466,assam,2020,2,"Recharge & bill payments",6045321,1612522828.7163475
467,assam,2020,2,"Peer-to-peer payments",3648386,17358374071.26616
468,assam,2020,2,"Merchant payments",742400,749018053.2400584
469,assam,2020,2,"Financial Services",19814,18130004.687672265
470,assam,2020,2,Others,49278,28255168.009208795
471,assam,2020,3,"Peer-to-peer payments",5637893,26646565777.43919
472,assam,2020,3,"Recharge & bill payments",5292154,1627282415.9451878
473,assam,2020,3,"Merchant payments",1383230,1492484153.3873158
474,assam,2020,3,"Financial Services",24954,28452966.026372254
475,assam,2020,3,Others,59480,36605946.74600269
476,assam,2020,4,"Peer-to-peer payments",7538478,36013292450.814384
477,assam,2020,4,"Recharge & bill payments",5383505,1662189124.4177454
478,assam,2020,4,"Merchant payments",2392184,2466913305.59039
479,assam,2020,4,"Financial Services",29764,32314809.975261033
480,assam,2020,4,Others,79523,51901628.46643049
481,assam,2021,1,"Peer-to-peer payments",9449096,45476079487.10464
482,assam,2021,1,"Recharge & bill payments",6494111,2103017761.546533
483,assam,2021,1,"Merchant payments",3459132,3657261586.2001615
484,assam,2021,1,"Financial Services",34049,41291047.3832124
485,assam,2021,1,Others,75672,48814663.88782827
486,assam,2021,2,"Peer-to-peer payments",11668399,51521387890.61253
487,assam,2021,2,"Recharge & bill payments",9058005,2657676415.2458973
488,assam,2021,2,"Merchant payments",4562669,4914753140.040101
489,assam,2021,2,"Financial Services",49671,46106001.498141706
490,assam,2021,2,Others,94161,52549929.267157935
491,assam,2021,3,"Peer-to-peer payments",15617592,64131823895.235466
492,assam,2021,3,"Recharge & bill payments",10284267,3248364164.1984267
493,assam,2021,3,"Merchant payments",7431371,8208706348.034584
494,assam,2021,3,"Financial Services",39479,43889820.495989755
495,assam,2021,3,Others,131732,67715045.34317216
496,assam,2021,4,"Peer-to-peer payments",21393962,86801625126.53499
497,assam,2021,4,"Merchant payments",12895755,13378765005.905182
498,assam,2021,4,"Recharge & bill payments",11484376,3842004488.3733196
499,assam,2021,4,"Financial Services",60724,65456475.826191336
500,assam,2021,4,Others,185544,97116796.57575196
501,assam,2022,1,"Peer-to-peer payments",27156085,108855352347.44865
502,assam,2022,1,"Merchant payments",19011883,18833132506.022354
503,assam,2022,1,"Recharge & bill payments",12474674,4424035840.366192
504,assam,2022,1,"Financial Services",68432,73257991.39188361
505,assam,2022,1,Others,178812,94659207.47378007
506,assam,2022,2,"Peer-to-peer payments",33879530,123829913105.31845
507,assam,2022,2,"Merchant payments",28377534,24333260089.826862
508,assam,2022,2,"Recharge & bill payments",13858113,4814695679.877083
509,assam,2022,2,"Financial Services",50785,55549153.74320389
510,assam,2022,2,Others,168763,77624058.0178437
511,assam,2022,3,"Peer-to-peer payments",37000266,127264703851.96637
512,assam,2022,3,"Merchant payments",34935460,28789992307.161205
513,assam,2022,3,"Recharge & bill payments",13974568,5295136932.037907
514,assam,2022,3,"Financial Services",65066,62882386.459812224
515,assam,2022,3,Others,138451,76363577.27323309
516,assam,2022,4,"Peer-to-peer payments",44828832,150693397669.18314
517,assam,2022,4,"Merchant payments",43605784,36033810141.574844
518,assam,2022,4,"Recharge & bill payments",15344794,5773980885.270762
519,assam,2022,4,"Financial Services",74414,75960367.91633397
520,assam,2022,4,Others,127443,76370123.60102956
521,assam,2023,1,"Merchant payments",48987048,39416860194
522,assam,2023,1,"Peer-to-peer payments",48461200,166509153749
523,assam,2023,1,"Recharge & bill payments",16113464,6266406177
524,assam,2023,1,"Financial Services",82270,86978703
525,assam,2023,1,Others,116656,74768264
526,assam,2023,2,"Merchant payments",62403711,45515248236
527,assam,2023,2,"Peer-to-peer payments",57852989,182809282981
528,assam,2023,2,"Recharge & bill payments",17858409,6631355080
529,assam,2023,2,"Financial Services",81172,84797972
530,assam,2023,2,Others,94672,70104514
531,assam,2023,3,"Merchant payments",82126315,51533166362
532,assam,2023,3,"Peer-to-peer payments",66737077,185030502675
533,assam,2023,3,"Recharge & bill payments",18524152,7310558505
534,assam,2023,3,"Financial Services",105975,118529318
535,assam,2023,3,Others,81832,65257542
536,assam,2023,4,"Merchant payments",95438754,60513904505
537,assam,2023,4,"Peer-to-peer payments",79797949,216875937740
538,assam,2023,4,"Recharge & bill payments",18323202,8011077428
539,assam,2023,4,"Financial Services",119386,142552746
540,assam,2023,4,Others,72866,60164512
541,assam,2024,1,"Merchant payments",110124616,68499650021
542,assam,2024,1,"Peer-to-peer payments",90992228,244008762377
543,assam,2024,1,"Recharge & bill payments",20239264,8488075878
544,assam,2024,1,"Financial Services",102326,135951454
545,assam,2024,1,Others,66622,51466300
546,assam,2024,2,"Merchant payments",143699277,78145261323
547,assam,2024,2,"Peer-to-peer payments",105356010,258191846219
548,assam,2024,2,"Recharge & bill payments",22086844,8765311662
549,assam,2024,2,"Financial Services",120443,151366643
550,assam,2024,2,Others,64513,54884363
551,assam,2024,3,"Merchant payments",161259693,79570459117
552,assam,2024,3,"Peer-to-peer payments",112031342,244082572337
553,assam,2024,3,"Recharge & bill payments",21850799,9670483722
554,assam,2024,3,"Financial Services",131635,175945223
555,assam,2024,3,Others,72122,58848151
556,assam,2024,4,"Merchant payments",181752000,90150626448
557,assam,2024,4,"Peer-to-peer payments",129207094,282320195685
558,assam,2024,4,"Recharge & bill payments",20970477,10067635906
559,assam,2024,4,"Financial Services",438162,173496870
560,assam,2024,4,Others,73798,74451050
561,bihar,2018,1,"Recharge & bill payments",3159922,375559206.7727593
562,bihar,2018,1,"Peer-to-peer payments",2052089,5295346761.45083
563,bihar,2018,1,"Financial Services",194295,33999413.87739952
564,bihar,2018,1,"Merchant payments",138885,139827755.73655012
565,bihar,2018,1,Others,279111,201025034.17960182
566,bihar,2018,2,"Recharge & bill payments",4346849,700649777.0602969
567,bihar,2018,2,"Peer-to-peer payments",3447898,12141448845.077621
568,bihar,2018,2,"Merchant payments",311487,318571872.8216527
569,bihar,2018,2,"Financial Services",267433,45332532.096432865
570,bihar,2018,2,Others,258711,300128082.6160458
571,bihar,2018,3,"Peer-to-peer payments",8893764,18695889187.89432
572,bihar,2018,3,"Recharge & bill payments",4401439,804061398.5166465
573,bihar,2018,3,"Merchant payments",586862,367608510.7261781
574,bihar,2018,3,"Financial Services",274510,33276460.45213346
575,bihar,2018,3,Others,211229,234968821.31206354
576,bihar,2018,4,"Peer-to-peer payments",8094296,26224303882.80399
577,bihar,2018,4,"Recharge & bill payments",5469096,986310785.0093702
578,bihar,2018,4,"Merchant payments",1680664,848968693.0665624
579,bihar,2018,4,"Financial Services",237247,36199427.51318769
580,bihar,2018,4,Others,251098,302214380.18458414
581,bihar,2019,1,"Peer-to-peer payments",16807040,38824078062.32093
582,bihar,2019,1,"Recharge & bill payments",7036367,1333688182.5386746
583,bihar,2019,1,"Merchant payments",2055267,1024996999.5279309
584,bihar,2019,1,"Financial Services",204689,28599535.734409343
585,bihar,2019,1,Others,252871,291464734.4043106
586,bihar,2019,2,"Peer-to-peer payments",15837449,58381285240.80835
587,bihar,2019,2,"Recharge & bill payments",9279442,1996804238.2749753
588,bihar,2019,2,"Merchant payments",4365465,2308145849.844257
589,bihar,2019,2,"Financial Services",129603,63338108.53755434
590,bihar,2019,2,Others,348520,382864846.0767575
591,bihar,2019,3,"Peer-to-peer payments",15446119,61831776093.09613
592,bihar,2019,3,"Recharge & bill payments",9115040,2140566974.705637
593,bihar,2019,3,"Merchant payments",7206001,3413490288.3137074
594,bihar,2019,3,"Financial Services",89997,20145460.42764103
595,bihar,2019,3,Others,282743,286804437.7358033
596,bihar,2019,4,"Peer-to-peer payments",26337842,86340631422.24606
597,bihar,2019,4,"Recharge & bill payments",11358597,2649616529.830146
598,bihar,2019,4,"Merchant payments",5519582,4177574379.0405855
599,bihar,2019,4,"Financial Services",100192,18815964.761792127
600,bihar,2019,4,Others,214101,126788281.9306988
601,bihar,2020,1,"Peer-to-peer payments",23163922,99873688132.9031
602,bihar,2020,1,"Recharge & bill payments",13837430,3680590624.9006104
603,bihar,2020,1,"Merchant payments",7822567,5562692116.5708065
604,bihar,2020,1,"Financial Services",57233,23954789.407903705
605,bihar,2020,1,Others,200663,115927863.46366584
606,bihar,2020,2,"Peer-to-peer payments",26572651,116244368941.33606
607,bihar,2020,2,"Recharge & bill payments",19522564,5642294772.453551
608,bihar,2020,2,"Merchant payments",7011681,6760404421.62296
609,bihar,2020,2,"Financial Services",73119,54077813.2606806
610,bihar,2020,2,Others,206727,105377680.17075577
611,bihar,2020,3,"Peer-to-peer payments",37294332,153664683751.53278
612,bihar,2020,3,"Recharge & bill payments",19027978,6313780616.601829
613,bihar,2020,3,"Merchant payments",14777337,13111735855.02769
614,bihar,2020,3,"Financial Services",104135,81355476.16367023
615,bihar,2020,3,Others,299966,157309412.49242482
616,bihar,2020,4,"Peer-to-peer payments",49432098,208484557891.42865
617,bihar,2020,4,"Merchant payments",26750991,23185594534.30522
618,bihar,2020,4,"Recharge & bill payments",19908687,6926960996.688756
619,bihar,2020,4,"Financial Services",119416,100785736.00790763
620,bihar,2020,4,Others,380481,207713978.04223877
621,bihar,2021,1,"Peer-to-peer payments",58566582,242013312361.31104
622,bihar,2021,1,"Merchant payments",33959313,30171144593.369873
623,bihar,2021,1,"Recharge & bill payments",21974086,8505455545.448764
624,bihar,2021,1,"Financial Services",124277,112949858.25028673
625,bihar,2021,1,Others,308219,170787342.8481179
626,bihar,2021,2,"Peer-to-peer payments",78694099,319758683264.15344
627,bihar,2021,2,"Merchant payments",44686786,43458914639.77138
628,bihar,2021,2,"Recharge & bill payments",31646149,11030849713.502428
629,bihar,2021,2,"Financial Services",149791,116086345.91301711
630,bihar,2021,2,Others,426797,215721223.2386405
631,bihar,2021,3,"Peer-to-peer payments",92785704,331514102784.2631
632,bihar,2021,3,"Merchant payments",64094961,53849745604.9643
633,bihar,2021,3,"Recharge & bill payments",30081746,11327303470.019915
634,bihar,2021,3,"Financial Services",135748,130349071.61901987
635,bihar,2021,3,Others,572954,241260025.54569885
636,bihar,2021,4,"Peer-to-peer payments",117340712,423665098014.2792
637,bihar,2021,4,"Merchant payments",95992559,81729122295.53772
638,bihar,2021,4,"Recharge & bill payments",30824177,13438634948.212643
639,bihar,2021,4,"Financial Services",186298,173358268.82083318
640,bihar,2021,4,Others,783199,365400541.9114517
641,bihar,2022,1,"Peer-to-peer payments",138085265,500024806542.69324
642,bihar,2022,1,"Merchant payments",114892163,95507710275.50963
643,bihar,2022,1,"Recharge & bill payments",30545266,15431605247.390364
644,bihar,2022,1,"Financial Services",169722,148088975.22896564
645,bihar,2022,1,Others,698018,299484690.3236611
646,bihar,2022,2,"Peer-to-peer payments",164119431,610448610667.7207
647,bihar,2022,2,"Merchant payments",158289353,126423430586.42947
648,bihar,2022,2,"Recharge & bill payments",36950622,17225668601.948982
649,bihar,2022,2,"Financial Services",124199,116203820.91131489
650,bihar,2022,2,Others,661424,247541289.12967217
651,bihar,2022,3,"Merchant payments",198273336,137873615624.72937
652,bihar,2022,3,"Peer-to-peer payments",192304951,632747186972.1919
653,bihar,2022,3,"Recharge & bill payments",46044353,20417791249.028316
654,bihar,2022,3,"Financial Services",179533,161987346.1868727
655,bihar,2022,3,Others,565212,245905365.7791165
656,bihar,2022,4,"Merchant payments",243777692,172924170171.63205
657,bihar,2022,4,"Peer-to-peer payments",225487662,739870172148.0806
658,bihar,2022,4,"Recharge & bill payments",47054083,22729599211.247635
659,bihar,2022,4,"Financial Services",205989,199208429.5113938
660,bihar,2022,4,Others,559223,288999714.3604311
661,bihar,2023,1,"Merchant payments",251601655,175053265606
662,bihar,2023,1,"Peer-to-peer payments",245677870,836428049163
663,bihar,2023,1,"Recharge & bill payments",49781169,27372239431
664,bihar,2023,1,"Financial Services",194601,158138446
665,bihar,2023,1,Others,575900,265267298
666,bihar,2023,2,"Merchant payments",330603039,214402873623
667,bihar,2023,2,"Peer-to-peer payments",293616270,980139698305
668,bihar,2023,2,"Recharge & bill payments",58928748,31064849666
669,bihar,2023,2,"Financial Services",211722,190366037
670,bihar,2023,2,Others,573315,248957759
671,bihar,2023,3,"Merchant payments",361940401,206648202575
672,bihar,2023,3,"Peer-to-peer payments",311779356,908446322767
673,bihar,2023,3,"Recharge & bill payments",59732275,32565513931
674,bihar,2023,3,"Financial Services",270376,277782677
675,bihar,2023,3,Others,516343,215541416
676,bihar,2023,4,"Merchant payments",466122317,273626740927
677,bihar,2023,4,"Peer-to-peer payments",394813298,1121442567078
678,bihar,2023,4,"Recharge & bill payments",62582448,39095012665
679,bihar,2023,4,"Financial Services",333579,342560013
680,bihar,2023,4,Others,575632,228927732
681,bihar,2024,1,"Merchant payments",548896156,316662638999
682,bihar,2024,1,"Peer-to-peer payments",456038110,1275205176229
683,bihar,2024,1,"Recharge & bill payments",73038449,45243630428
684,bihar,2024,1,"Financial Services",295689,411700201
685,bihar,2024,1,Others,466379,213719039
686,bihar,2024,2,"Merchant payments",703589936,385479716519
687,bihar,2024,2,"Peer-to-peer payments",529387475,1452390033678
688,bihar,2024,2,"Recharge & bill payments",80054155,48206932392
689,bihar,2024,2,"Financial Services",386397,523080064
690,bihar,2024,2,Others,470422,246802023
691,bihar,2024,3,"Merchant payments",730368233,370788705611
692,bihar,2024,3,"Peer-to-peer payments",547897786,1358253139121
693,bihar,2024,3,"Recharge & bill payments",73819834,50382123046
694,bihar,2024,3,"Financial Services",458793,630950534
695,bihar,2024,3,Others,331577,225555027
696,bihar,2024,4,"Merchant payments",843136457,451257296266
697,bihar,2024,4,"Peer-to-peer payments",641971705,1592038209091
698,bihar,2024,4,"Recharge & bill payments",72565377,54638087933
699,bihar,2024,4,"Financial Services",1670253,714133013
700,bihar,2024,4,Others,323883,279749744
701,chandigarh,2018,1,"Recharge & bill payments",201262,47479581.16264416
702,chandigarh,2018,1,"Peer-to-peer payments",135136,527998849.34055936
703,chandigarh,2018,1,"Merchant payments",21431,19477066.533276718
704,chandigarh,2018,1,"Financial Services",8473,1865618.249949839
705,chandigarh,2018,1,Others,15593,16614305.58119321
706,chandigarh,2018,2,"Recharge & bill payments",224548,76722906.67871952
707,chandigarh,2018,2,"Peer-to-peer payments",194627,835296156.4220204
708,chandigarh,2018,2,"Merchant payments",34606,29408471.506333277
709,chandigarh,2018,2,"Financial Services",11927,3679451.8635118967
710,chandigarh,2018,2,Others,13376,16116275.274144217
711,chandigarh,2018,3,"Peer-to-peer payments",295358,1217617705.9681761
712,chandigarh,2018,3,"Recharge & bill payments",236445,100639674.6708905
713,chandigarh,2018,3,"Merchant payments",64998,37560565.97386869
714,chandigarh,2018,3,"Financial Services",7642,1302311.5967954171
715,chandigarh,2018,3,Others,12493,12234189.324580798
716,chandigarh,2018,4,"Peer-to-peer payments",431461,1793871702.3196409
717,chandigarh,2018,4,"Recharge & bill payments",310527,128130475.99274208
718,chandigarh,2018,4,"Merchant payments",135266,94010713.60616027
719,chandigarh,2018,4,"Financial Services",10008,2039811.3372037038
720,chandigarh,2018,4,Others,17854,14538888.5242277
721,chandigarh,2019,1,"Peer-to-peer payments",689400,2123866601.6513758
722,chandigarh,2019,1,"Recharge & bill payments",390610,161414934.10238376
723,chandigarh,2019,1,"Merchant payments",169984,97230471.44089967
724,chandigarh,2019,1,"Financial Services",7412,917030.9066760786
725,chandigarh,2019,1,Others,17070,12603012.342693318
726,chandigarh,2019,2,"Peer-to-peer payments",604849,2339922407.523348
727,chandigarh,2019,2,"Recharge & bill payments",342294,185659011.54417655
728,chandigarh,2019,2,"Merchant payments",277811,152766864.66190332
729,chandigarh,2019,2,"Financial Services",5590,839765.161351582
730,chandigarh,2019,2,Others,21926,13928050.053676538
731,chandigarh,2019,3,"Peer-to-peer payments",722233,2815184152.8041325
732,chandigarh,2019,3,"Merchant payments",447069,226535908.8355719
733,chandigarh,2019,3,"Recharge & bill payments",308219,213884900.47217816
734,chandigarh,2019,3,"Financial Services",2447,794918.674981478
735,chandigarh,2019,3,Others,26575,13282206.873976795
736,chandigarh,2019,4,"Peer-to-peer payments",927850,3586763928.6423693
737,chandigarh,2019,4,"Merchant payments",561630,318692521.79224944
738,chandigarh,2019,4,"Recharge & bill payments",338203,237695594.96329552
739,chandigarh,2019,4,"Financial Services",1911,654298.6785004465
740,chandigarh,2019,4,Others,21321,8707473.86293627
741,chandigarh,2020,1,"Peer-to-peer payments",1087401,4421372542.468033
742,chandigarh,2020,1,"Merchant payments",764832,438193845.4527705
743,chandigarh,2020,1,"Recharge & bill payments",389851,257250007.2445577
744,chandigarh,2020,1,"Financial Services",1574,1406138.1883251297
745,chandigarh,2020,1,Others,18853,8230536.662513691
746,chandigarh,2020,2,"Peer-to-peer payments",766698,3293060119.5471582
747,chandigarh,2020,2,"Merchant payments",390906,331423259.0003719
748,chandigarh,2020,2,"Recharge & bill payments",361577,214425229.3354035
749,chandigarh,2020,2,"Financial Services",1797,3982005.1176844486
750,chandigarh,2020,2,Others,7032,4125116.689457224
751,chandigarh,2020,3,"Peer-to-peer payments",981986,4178346395.412492
752,chandigarh,2020,3,"Merchant payments",796634,604271248.9262259
753,chandigarh,2020,3,"Recharge & bill payments",366353,296964794.9657042
754,chandigarh,2020,3,"Financial Services",2643,5254415.457263877
755,chandigarh,2020,3,Others,10470,4972498.603385328
756,chandigarh,2020,4,"Merchant payments",1322026,939307675.8510206
757,chandigarh,2020,4,"Peer-to-peer payments",1159377,4872318731.339843
758,chandigarh,2020,4,"Recharge & bill payments",409997,320731281.94750684
759,chandigarh,2020,4,"Financial Services",3346,4400109.748752326
760,chandigarh,2020,4,Others,17970,10005102.462219946
761,chandigarh,2021,1,"Merchant payments",1799072,1210594490.0981498
762,chandigarh,2021,1,"Peer-to-peer payments",1472084,5916467167.303293
763,chandigarh,2021,1,"Recharge & bill payments",678396,451109555.33889335
764,chandigarh,2021,1,"Financial Services",5111,7700394.761505902
765,chandigarh,2021,1,Others,15574,10549252.044153867
766,chandigarh,2021,2,"Merchant payments",1926913,1390989390.7789688
767,chandigarh,2021,2,"Peer-to-peer payments",1663559,6541132352.922333
768,chandigarh,2021,2,"Recharge & bill payments",806710,467698864.6672056
769,chandigarh,2021,2,"Financial Services",5502,7394941.032842191
770,chandigarh,2021,2,Others,14863,10458390.53475552
771,chandigarh,2021,3,"Merchant payments",3179506,2245390329.2047896
772,chandigarh,2021,3,"Peer-to-peer payments",2434417,8927868098.340746
773,chandigarh,2021,3,"Recharge & bill payments",1008585,620437997.3899603
774,chandigarh,2021,3,"Financial Services",5700,7960844.903971832
775,chandigarh,2021,3,Others,21170,14225734.853836158
776,chandigarh,2021,4,"Merchant payments",4056249,3041038519.8233976
777,chandigarh,2021,4,"Peer-to-peer payments",2797561,10610461952.107159
778,chandigarh,2021,4,"Recharge & bill payments",1013153,693790747.2429855
779,chandigarh,2021,4,"Financial Services",7038,10459431.863661807
780,chandigarh,2021,4,Others,24902,17832859.58125159
781,chandigarh,2022,1,"Merchant payments",4511757,3264574793.4564357
782,chandigarh,2022,1,"Peer-to-peer payments",3012464,11150701028.605722
783,chandigarh,2022,1,"Recharge & bill payments",1046187,731347957.2152067
784,chandigarh,2022,1,"Financial Services",7228,13538635.562948208
785,chandigarh,2022,1,Others,22855,14829134.999686666
786,chandigarh,2022,2,"Merchant payments",6136803,3919372475.5605655
787,chandigarh,2022,2,"Peer-to-peer payments",3489382,12549248085.111443
788,chandigarh,2022,2,"Recharge & bill payments",1119367,792957088.5933374
789,chandigarh,2022,2,"Financial Services",6673,8943857.181076445
790,chandigarh,2022,2,Others,20264,12978651.924569944
791,chandigarh,2022,3,"Merchant payments",7665907,4713972532.82215
792,chandigarh,2022,3,"Peer-to-peer payments",4423590,14788179156.481958
793,chandigarh,2022,3,"Recharge & bill payments",1360342,1033530639.9360826
794,chandigarh,2022,3,"Financial Services",8868,9918740.020967592
795,chandigarh,2022,3,Others,19466,14156668.144691642
796,chandigarh,2022,4,"Merchant payments",10170372,6570336079.954211
797,chandigarh,2022,4,"Peer-to-peer payments",5951989,20013621495.89691
798,chandigarh,2022,4,"Recharge & bill payments",1749647,1267654269.1590745
799,chandigarh,2022,4,"Financial Services",10778,12000766.356404984
800,chandigarh,2022,4,Others,22054,16141955.57281622
801,chandigarh,2023,1,"Merchant payments",6460913,3374931077
802,chandigarh,2023,1,"Peer-to-peer payments",2634119,8623572416
803,chandigarh,2023,1,"Recharge & bill payments",700479,803831354
804,chandigarh,2023,1,"Financial Services",8163,12527258
805,chandigarh,2023,1,Others,11931,10032289
806,chandigarh,2023,2,"Merchant payments",7747501,3820964178
807,chandigarh,2023,2,"Peer-to-peer payments",3048793,9726960611
808,chandigarh,2023,2,"Recharge & bill payments",737650,845159777
809,chandigarh,2023,2,"Financial Services",8262,11723572
810,chandigarh,2023,2,Others,11481,9600612
811,chandigarh,2023,3,"Merchant payments",8849667,4339437634
812,chandigarh,2023,3,"Peer-to-peer payments",3410620,10182027091
813,chandigarh,2023,3,"Recharge & bill payments",771020,877282807
814,chandigarh,2023,3,"Financial Services",10756,19516305
815,chandigarh,2023,3,Others,10102,8519474
816,chandigarh,2023,4,"Merchant payments",9052694,4771466320
817,chandigarh,2023,4,"Peer-to-peer payments",3480727,10531589834
818,chandigarh,2023,4,"Recharge & bill payments",725553,944249351
819,chandigarh,2023,4,"Financial Services",10241,21758309
820,chandigarh,2023,4,Others,10863,12159187
821,chandigarh,2024,1,"Merchant payments",8982305,4662186840
822,chandigarh,2024,1,"Peer-to-peer payments",3414122,10168258638
823,chandigarh,2024,1,"Recharge & bill payments",735766,978631681
824,chandigarh,2024,1,"Financial Services",10909,21881737
825,chandigarh,2024,1,Others,12071,11217285
826,chandigarh,2024,2,"Merchant payments",11201413,5412395814
827,chandigarh,2024,2,"Peer-to-peer payments",3948610,11123555377
828,chandigarh,2024,2,"Recharge & bill payments",759642,976897042
829,chandigarh,2024,2,"Financial Services",15209,26206753
830,chandigarh,2024,2,Others,16099,17848826
831,chandigarh,2024,3,"Merchant payments",12322648,6042931862
832,chandigarh,2024,3,"Peer-to-peer payments",4530333,12112839411
